id_cliente,periodo,edad,sexo,region,segmento,ingreso_mensual,score_bureau,num_lineas,max_mora_12m,mora_30d_12m,saldo_total,utilizacion_tc,antig_laboral_anios,antig_banca_anios,producto_principal,canal_origen,mora_30d_next3m
C000235,202508,74,M,Lima,A,1242.97,716.0,1,1,0,3613.81,0.30500755307297556,7.4,2.1,TC,Digital,0
C001149,202508,64,F,Lima,A,1954.4,620.0,3,0,0,6718.01,0.1978970330686955,5.6,6.3,TC,Tienda,0
C000806,202312,74,M,Oriente,B,2348.07,628.0,1,0,0,5629.97,0.23928458991443033,4.9,1.6,Pyme,Digital,0
C000183,202310,61,M,Oriente,A,1171.41,623.0,1,0,0,1184.89,0.5340974364238564,8.8,3.1,TC,Digital,0
C000235,202409,74,F,Lima,B,1409.62,546.0,3,0,0,2336.24,0.30327471145906226,7.0,6.1,TC,FuerzaVenta,1
C001229,202402,33,M,Centro,A,7424.83,614.0,3,0,0,23973.85,0.6191978007542576,9.0,2.4,TC,Tienda,1
C000166,202501,31,M,Sur,B,1506.61,655.0,1,1,0,5192.19,0.4275962462260155,0.3,4.0,TC,Tienda,0
C000048,202310,37,M,Norte,C,1554.01,710.0,2,0,0,2356.14,0.3130036445994809,1.0,3.6,TC,Digital,0
C000202,202407,51,M,Norte,C,,683.0,1,1,0,2462.0,0.21039442207925205,6.4,4.0,PL,FuerzaVenta,1
C001329,202509,36,M,Lima,B,2922.69,624.0,8,0,0,9434.43,0.40652328800652693,0.0,0.7,PL,Digital,0
C000177,202402,75,F,Centro,C,3211.57,692.0,8,0,1,1192.12,0.7372300381370201,13.2,3.0,PL,Tienda,0
C000829,202401,48,M,Oriente,B,1046.99,583.0,4,1,1,3406.66,0.16797840748805626,2.7,0.0,TC,Digital,0
C000346,202405,20,M,Centro,B,2134.68,701.0,3,0,1,2505.13,0.3258040902619336,6.0,0.5,Pyme,Digital,0
C000064,202503,63,M,Centro,B,2783.19,678.0,3,0,0,8790.12,0.3584620788537529,1.3,2.4,PL,Tienda,0
C000999,202411,38,F,Oriente,C,1177.78,496.0,1,0,0,1896.15,0.41122969444586555,4.1,3.5,Hipotecario,Tienda,0
C000551,202503,47,M,Lima,C,4312.97,695.0,2,0,1,3461.36,0.3976220729408589,0.0,7.6,TC,Tienda,0
C000502,202310,68,M,Sur,B,844.76,627.0,5,0,0,2332.06,0.15746281169089776,5.5,3.3,TC,Tienda,0
C001277,202403,29,F,Lima,C,2033.42,494.0,6,1,0,4271.65,0.30766009012211604,3.4,1.3,TC,Digital,1
C000941,202403,30,M,Centro,A,1623.13,594.0,2,1,0,5178.48,0.3209053945292827,7.6,0.5,TC,Digital,0
C000248,202506,54,F,Lima,C,959.52,717.0,3,0,0,1413.73,0.27491350744277687,0.4,1.1,TC,Tienda,0
C001239,202509,74,F,Lima,B,1857.54,605.0,3,0,0,2694.41,0.13224868334414022,2.9,4.3,TC,Digital,0
C000285,202405,61,F,Centro,B,1512.96,669.0,2,0,0,2723.58,0.12543205794235154,8.2,4.4,Hipotecario,Tienda,0
C001317,202310,64,F,Norte,B,5298.17,614.0,3,1,0,17552.66,0.2160657901446484,4.2,3.0,TC,Tienda,1
C001018,202407,46,F,Lima,B,3073.46,559.0,1,0,0,4784.26,0.289575018926115,2.4,1.3,PL,Digital,0
C001465,202412,37,F,Centro,C,1208.01,631.0,2,0,0,2962.45,0.11045584632676973,3.7,2.5,Pyme,Digital,0
C000984,202401,25,F,Lima,B,2431.41,838.0,3,2,0,4826.32,0.3690372582450732,8.3,5.6,TC,FuerzaVenta,0
C000211,202409,30,F,Sur,C,1798.98,568.0,6,1,0,1558.17,0.5596104276925065,0.0,4.3,PL,Digital,0
C000731,202411,47,M,Oriente,A,1149.61,523.0,5,1,1,1749.02,0.5041097169537605,8.7,1.7,TC,Digital,1
C000255,202312,29,F,Norte,C,2496.43,610.0,2,0,0,6566.33,0.46750472859447484,8.1,3.5, TC ,FuerzaVenta,1
C000053,202507,39,M,Lima,C,666.85,613.0,3,0,0,1765.06,0.4877888938661585,4.2,7.7,PL,Digital,0
C000829,202407,65,F,Sur,A,5559.63,651.0,3,1,0,16015.06,0.0872177764587217,7.3,1.9,Pyme,Digital,0
C001194,202404,20,M,Centro,C,5173.55,711.0,8,0,0,15661.1,0.14511154667043047,5.7,2.6,TC,Tienda,0
C000525,202312,61,M,Centro,A,1844.05,521.0,2,0,0,2781.27,0.43472368435144054,9.0,2.2,TC,Digital,0
C000534,202403,75,M,Centro,C,2213.04,665.0,5,1,0,4744.39,0.2142281731117122,4.4,7.2,PL,Digital,0
C000685,202401,59,M,Centro,C,1177.8,717.0,5,0,0,708.82,0.2787767991736491,2.3,4.6,Hipotecario,FuerzaVenta,0
C001304,202508,35,F,Lima,A,,734.0,0,1,0,2611.44,0.1880116964949024,9.4,3.0,TC,Digital,1
C000747,202410,72,M,Lima,C,1208.27,746.0,2,0,0,2509.18,0.11156245862102172,6.6,2.6,Hipotecario,Alianza,0
C001213,202310,54,F,Lima,B,1059.91,649.0,4,0,0,1532.65,0.49685622377904537,6.0,4.5,TC,Tienda,0
C001045,202401,72,M,Lima,C,6903.08,631.0,5,1,0,17803.68,0.42965306448139196,5.9,7.2,TC,Digital,0
C000221,202411,59,M,Lima,A,3823.1,576.0,4,0,0,8705.76,0.6345432210142024,10.2,2.7,TC,Digital,1
C000353,202509,36,F,Centro,A,1454.19,653.0,2,0,0,1284.52,0.060730721517812405,3.4,2.0,PL,Digital,0
C000573,202312,63,F,Centro,B,1249.83,604.0,4,1,0,1501.92,0.04623303046995891,5.2,0.0,PL,Tienda,0
C001358,202411,44,F,Norte,B,3056.89,510.0,3,1,0,7331.89,0.8085933551830551,0.0,2.7,PL,Tienda,0
C000162,202507,32,F,Lima,B,1103.18,669.0,3,0,1,448.57,0.23252797599806455,6.5,5.8,PL,FuerzaVenta,0
C000998,202405,32,M,Sur,B,904.0,668.0,5,0,0,1877.49,0.44363872611181865,5.1,5.2,TC,Tienda,0
C000412,202503,47,M,Lima,B,7016.34,778.0,1,2,0,3869.37,0.3357863511780812,5.6,3.5,TC,FuerzaVenta,0
C000547,202405,20,F,Norte,C,2977.96,401.0,1,0,0,5183.62,0.41964804877547757,3.0,2.6,TC,Digital,1
C000422,202506,63,M,Lima,B,2460.38,623.0,3,0,0,6807.06,0.3727894328692231,0.0,3.3,PL,FuerzaVenta,0
C000089,202409,39,F,Centro,B,1029.99,631.0,2,1,0,3071.24,0.6785042710735458,9.4,1.5,Pyme,Tienda,0
C001081,202502,54,M,Lima,C,3114.75,699.0,2,0,0,7305.21,0.4266456557775944,5.6,0.9,TC,FuerzaVenta,0
C000661,202503,70,M,Sur,B,1599.13,680.0,1,0,0,3842.32,0.451393087888259,3.6,2.3,TC,Digital,0
C001019,202404,74,M,Centro,B,2024.89,704.0,3,1,0,998.72,0.23746663197091172,6.7,4.0,TC,FuerzaVenta,0
C000113,202509,54,M,Lima,A,1774.33,760.0,2,1,0,3711.27,0.915551976527287,3.7,3.7,TC,Digital,0
C000448,202501,20,M,,A,2361.56,469.0,4,0,1,5661.45,0.16896811728518457,2.0,4.9,TC,Digital,0
C000517,202404,33,M,Sur,B,987.71,667.0,2,0,0,1907.57,0.27302497761298855,4.2,2.7,PL,Alianza,0
C001270,202402,19,M, Oriente , A ,1342.13,543.0,4,2,0,2633.25,0.3185518798446089,7.9,0.7,TC,Digital,1
C001169,202404,23,M,Lima,B,4362.71,710.0,3,0,0,6192.75,0.17880513126569378,11.5,2.9,TC,Digital,0
C001083,202411,64,F,Lima,B,,603.0,2,1,0,1521.26,0.6941473292034446,3.5,4.0,PL,Tienda,0
C000543,202501,26,M,Lima,C,3464.57,710.0,2,1,0,11770.89,0.5940149228361613,5.8,3.7,TC,Tienda,1
C001128,202505,28,M,Lima,B,762.0,656.0,4,1,0,676.74,0.10319914097021585,4.0,4.0,TC,FuerzaVenta,0
C000944,202412,65,F,Lima,B,4048.66,580.0,2,0,0,11795.63,0.5097243760491698,3.5,2.3,TC,Digital,0
C000984,202310,56,M,Centro,B,1775.86,615.0,4,0,0,2495.16,0.50382014504146,3.5,4.9,TC,Tienda,0
C001424,202310,71,M,Norte,A,,578.0,4,0,0,3583.35,0.3133586579504861,3.7,0.5,PL,Digital,1
C001078,202311,30,M,Norte,B,1880.97,594.0,2,1,0,5794.35,0.6057875689901698,4.6,2.8,Hipotecario,Tienda,0
C001146,202409,51,M,Lima,B,1554.54,682.0,4,1,0,3088.4,0.6441709386708718,4.0,3.4,Pyme,Tienda,0
C000993,202509,31,M,Lima,A,1068.22,712.0,1,0,0,2888.52,0.25900591816172924,4.5,4.4,TC,Digital,0
C000351,202501,49,F,Centro,A,2889.96,687.0,4,0,0,6879.39,0.6882716615098456,2.8,1.1,TC,Tienda,0
C000149,202502,25,M,Norte,C,4108.51,724.0,3,1,0,6743.04,0.5541154854284591,3.6,1.1,PL, Tienda ,0
C001320,202409,61,F,Sur,A,515.15,626.0,0,0,0,171.79,0.23102318507172162,5.8,4.4,TC,Digital,0
C001298,202405,58,F,Lima,B,2795.88,532.0,0,1,0,1151.58,0.3881761475982491,0.0,2.5,TC,Digital,0
C001494,202406,68,F,Centro,A,3255.84,611.0,3,1,0,4717.61,0.17000219883123863,4.9,3.2,TC,Alianza,0
C001317,202502,32,F,Lima,B,3517.06,613.0,5,0,1,3546.5,0.478825874749469,10.1,3.2,TC,Digital,1
C000096,202407,46,M,Norte,C,2696.48,633.0,4,2,0,8305.09,0.6747000300280293,0.7,5.3, TC ,Digital,1
C001062,202507,63,F,Centro,B,1006.0,683.0,2,0,0,2400.26,0.5907866053349067,9.3,2.4,Hipotecario,Digital,0
C001029,202504,27,M,Norte,C,1979.0,772.0,4,0,0,3623.21,0.5094221012323634,6.2,0.7,TC,Digital,0
C001031,202508,57,M,Sur,C,1511.77,574.0,6,0,0,1602.89,0.09644613927091938,3.1,2.0,Pyme,Digital,1
C000473,202401,39,F,Oriente,B,1493.0,672.0,5,0,0,981.34,0.5731582698778867,2.8,2.5,PL,Digital,1
C001320,202410,66,M,Centro,A,1719.95,772.0,8,0,0,2322.86,0.22138969140244957,3.8,4.2,TC,Alianza,0
C000327,202312,37,F,Lima,A,1978.92,636.0,5,3,0,1561.45,0.6430429581738264,4.5,3.0,PL,FuerzaVenta,0
C000970,202401,37,M,Centro,B,1392.81,743.0,1,0,0,2079.94,0.23711483716412757,4.6,3.2,PL,Digital,0
C000468,202403,72,F,Oriente,B,4036.99,703.0,2,2,0,8637.75,0.45422660698753947,6.9,5.6,TC,Digital,0
C000749,202404,58,M,Norte,C,2414.85,656.0,1,0,0,6684.18,0.758051348535405,6.9,6.2,TC,Digital,0
C000321,202405,18,F,Centro,C,2700.39,573.0,2,1,0,2176.24,0.23622566272558368,6.9,3.0,Hipotecario,Tienda,0
C000416,202411,43,F,Centro,B,4438.98,736.0,4,2,0,13469.16,0.2263801430657262,3.4,1.3,TC,Tienda,1
C000173,202509,27,F,Centro,A,2069.42,655.0,5,0,0,7061.06,0.3582395904787679,5.8,2.7,PL,Digital,1
C000340,202506,66,M,Lima,A,2964.82,715.0,5,0,0,2308.37,0.3097093258247672,8.6,0.0,TC,Digital,0
C000222,202403,21,M,Norte,A,,642.0,1,0,0,,0.7719701863870624,4.6,2.8,PL,Digital,0
C001090,202503,69,F,Lima,C,3487.88,685.0,4,0,0,11477.26,0.038442044897215824,9.5,1.8,TC,Tienda,0
C000933,202504,51,F,Centro,B,4740.99,665.0,1,0,0,3494.35,0.0624022270270379,9.0,4.1,Hipotecario,Tienda,0
C000903,202408,51,F,,B,1005.98,493.0,3,1,0,2238.63,0.30163966395908426,5.9,3.6,Hipotecario,Tienda,0
C001273,202506,40,F,Lima,B,1660.79,661.0,4,0,0,4717.26,0.2123573747421899,5.8,2.7,TC,Digital,0
C000784,202410,50,M,Sur,B,2595.89,520.0,3,0,0,5895.75,0.5396193672279145,6.7,0.0,PL,Tienda,1
C001033,202504,44,M,Norte,C,1293.36,704.0,0,2,0,422.55,0.13908748768193932,4.1,5.4,PL,FuerzaVenta,0
C000267,202408,39,F,Lima,B,2280.45,579.0,0,0,0,2559.25,,6.6,2.0,TC,Digital,0
C001254,202408,41,M,Sur,C,3199.95,698.0,1,0,0,9789.6,0.08766480798945686,8.0,4.6,PL,Tienda,0
C000207,202410,25,F,Centro,B,3179.35,652.0,3,0,1,4247.44,0.6452627358098991,3.4,1.3,TC,Digital,0
C000158,202508,58,F,Lima,B,2227.15,612.0,4,0,0,3604.91,0.2231893472313034,6.7,5.6,PL,Digital,0
C000184,202403,61,F,Sur,B,3387.6,624.0,4,0,1,6411.67,0.302027404575725,7.0,3.8,TC,Tienda,0
C000615,202503,27,M,Centro,B,4277.75,593.0,4,0,0,7063.57,0.4495619713619067,10.7,5.6,TC,Digital,1
C000546,202409,40,M,Norte,A,1298.01,690.0,2,1,0,1224.25,0.3454985168675461,9.1,0.0,Pyme,Tienda,0
C000343,202406,39,F,Centro,A,1136.12,559.0,1,1,0,2323.33,0.31877620871002077,5.6,3.2,TC,Digital,0
C000817,202507,42,M,Centro,B,1237.34,693.0,3,0,1,3851.43,0.5225488991053991,5.6,5.2,TC,Tienda,0
C000805,202406,74,F,Lima,A,4503.63,661.0,3,0,0,11340.62,0.20916237670992177,3.6,1.5,TC,Tienda,0
C000657,202312,40,M,Norte,A,2581.8,780.0,1,0,0,3155.97,0.07236109484626084,2.9,3.5,Pyme,Alianza,0
C000950,202505,35,M,Oriente,A,3481.79,750.0,0,2,1,4982.52,0.3478481374137092,5.6,3.7,Pyme,Tienda,0
C001426,202504,25,F,Norte,B,2558.2,736.0,4,1,0,7675.84,0.43144479988638923,7.2,2.3,TC,Tienda,0
C001175,202502,23,M,Lima,A,3183.37,709.0,5,0,0,4199.02,0.035098709365806884,2.8,3.6,Hipotecario,FuerzaVenta,0
C000088,202501,28,F,Lima,C,3062.51,542.0,5,2,0,6032.9,0.05941767440640436,5.4,2.1,Hipotecario,Digital,0
C001353,202407,44,M,Lima,C,3122.75,546.0,1,0,0,1224.31,0.6304426577588331,0.0,2.8,PL,Digital,0
C000428,202401,60,F,Lima,B,1318.11,585.0,2,0,0,1335.52,0.25113939025742316,7.8,2.1,TC,Digital,0
C000707,202406,20,F,Centro,C,1752.84,640.0,4,0,0,2660.14,0.0926083476773431,5.5,2.9,TC,Tienda,0
C000702,202506,25,M,Norte,B,2115.41,729.0,3,0,0,7091.96,0.20923445621460435,4.4,1.5,PL,Digital,0
C000582,202502,73,M,Lima,B,5587.37,573.0,3,1,0,12373.66,0.360584648154923,3.3,7.6,TC,Digital,0
C001301,202509,18,M, Centro ,B,2784.38,672.0,1,0,0,6814.4,0.4770125896625891,8.8,0.2,TC,Digital,0
C001446,202410,21,F,Lima,A,2719.84,638.0,2,1,0,5699.95,0.4109238612347424,3.9,3.6,TC,,0
C001125,202410,30,F,Lima,B,3290.88,732.0,2,1,0,2794.17,0.3187359546362386,,1.9,TC,Alianza,0
C000193,202506,62,F,Lima,C,3622.25,653.0,0,0,0,6873.56,0.17343799670719767,3.5,4.6,PL,Alianza,0
C000917,202311,22,F,Lima,A,1380.35,733.0,1,0,0,4664.98,0.6180577328432896,3.6,2.9,PL,Alianza,0
C000928,202502,19,M,Oriente,B,6673.76,490.0,2,2,0,15859.47,0.13618571516958888,5.4,1.4,TC,Digital,0
C000150,202507,73,,Sur,A,2007.74,659.0,2,1,0,5715.27,0.4833086271571629,10.3,4.4,TC,Tienda,0
C001350,202502,63,F,Oriente,C,5234.98,875.0,3,2,0,5413.15,0.48138209548902217,8.5,2.2,Pyme,Alianza,0
C001268,202405,41,M,Norte,C,1897.28,495.0,5,0,0,1091.34,0.6906466263992574,0.6,2.4,TC,Digital,1
C001153,202409,54,F,Centro,C,3674.39,809.0,3,0,0,3190.69,0.3549634582439553,5.7,0.0,TC,Digital,0
C001243,202401,49,F,Centro,A,3085.47,622.0,2,0,0,6510.29,,3.3,1.9,Pyme,Digital,1
C000125,202504,53,M,Lima,B,4702.27,827.0,3,0,0,7145.31,0.25561911539474114,6.1,2.4,TC,Digital,0
C001129,202409,53,M,Centro,B,4215.25,691.0,6,0,0,7565.84,0.5581699508264751,1.1,2.3,TC,Tienda,0
C000765,202508,61,M,Norte,B,1427.18,575.0,8,1,0,2265.99,0.6153337160824179,3.6,3.0,Hipotecario,FuerzaVenta,0
C000410,202406,31,M,Centro,B,1259.38,660.0,5,1,0,2070.29,0.37996450722150726,7.6,6.2,PL,Digital,0
C000789,202408,33,M,Lima,A,5678.86,618.0,1,0,0,11089.25,0.43348221943995635,5.1,0.3,PL,Digital,0
C001156,202312,52,F,Lima,B,1820.13,,0,1,0,3262.67,0.44307180887703224,6.2,1.9,Hipotecario,Alianza,0
C000850,202503,63,M,Centro,A,4194.43,743.0,3,0,0,5236.24,0.47062618771056514,5.0,0.5,TC,Digital,0
C000829,202310,29,M,Norte,A,1815.32,695.0,2,1,0,5651.73,0.4329334376205276,0.4,3.2,TC,Digital,0
C000061,202403,52,M,Centro,A,2995.89,560.0,3,0,0,1089.29,0.4070341310413747,0.7,4.0,TC,Alianza,1
C000008,202407,70,M,Centro,B,964.35,680.0,5,0,0,412.93,0.3463034918082641,9.2,1.2,PL,Tienda,0
C000425,202402,53,F,Sur,A,1709.93,677.0,4,2,0,1422.23,0.18449731541219605,0.0,3.3,TC,Digital,0
C001441,202312,71,F,Lima,C,3911.19,828.0,2,1,0,9785.95,0.3116375427240778,7.4,2.5,Hipotecario,Tienda,0
C000741,202506,59,M,Centro,B,,704.0,1,1,0,6088.11,0.38457437841502495,2.2,4.6,TC,Digital,1
C000014,202508,57,F,Lima,B,1235.39,549.0,2,2,0,2163.28,0.21634752122961035,7.9,3.3,TC,Digital,1
C000802,202411,43,F,Lima,A,1625.82,561.0,1,0,1,2718.48,0.30186093443820244,5.7,4.8,PL,Digital,0
C000034,202405,56,F,Centro,B,2581.71,673.0,1,0,0,7684.31,0.25019368605239795,1.0,0.0,PL,Tienda,0
C000667,202505,48,F,Sur,B,8127.64,546.0,10,0,0,25556.35,0.4853641928914113,,3.2,PL,Tienda,0
C000696,202505,69,F,Norte,A,1003.34,,3,0,0,1497.37,0.1639526944762758,9.9,1.9,TC,FuerzaVenta,0
C000756,202406,24,F,Lima,A,809.35,684.0,2,0,0,1810.53,0.6150885924350781,10.3,4.4,TC,Tienda,0
C000521,202404,58,M,Centro,B,1666.64,647.0,1,0,0,3318.85,0.4613970022103297,4.0,3.9,PL,Tienda,0
C000025,202410,24,M,Lima,B,1627.71,681.0,1,0,0,753.65,0.21483436637326964,,3.6,TC,Tienda,0
C000280,202401,44,M,Lima,A,2849.89,750.0,4,0,0,3466.91,0.37924110075086925,7.0,4.2,PL,Digital,0
C001358,202405,71,F,Centro,B,1169.65,521.0,0,0,0,877.07,0.3048217721659636,5.1,3.1,Hipotecario,Digital,1
C000074,202508,26,F,Norte,A,1508.95,594.0,3,1,0,,0.42935277860114573,2.8,1.0,TC,Digital,0
C000313,202506,18,F,Norte,B,917.26,,6,0,0,1286.05,0.35204738567179494,3.8,1.9,TC,Digital,1
C000431,202312,32,F,Sur,B,1435.18,614.0,5,0,0,1182.52,,4.5,2.2,Hipotecario,Tienda,0
C000593,202402,65,M,Centro,B,1956.22,684.0,4,0,0,3949.92,0.0837229863727894,13.6,3.1,TC,Digital,0
C000304,202506,32,M,Lima,A,5274.53,621.0,0,0,0,16430.79,0.2738745929969299,5.4,4.9,TC,Tienda,0
C000139,202507,24,F,Norte,C,1103.11,763.0,4,1,0,1483.31,0.2987978746666607,7.7,3.0,TC,FuerzaVenta,0
C001074,202409,38,M,Centro,C,1515.24,724.0,3,1,1,2744.98,0.3782727338709606,1.3,7.2,PL,FuerzaVenta,0
C000051,202411,38,F,Oriente,C,2337.38,619.0,3,0,0,4214.59,0.051647272909821934,5.7,2.1,TC,Tienda,0
C001078,202409,41,M,Centro,B,2557.48,631.0,5,0,1,7606.02,0.5604385725569506,3.4,0.0,PL,Tienda,0
C001139,202410,39,M,Norte,C,3058.24,571.0,6,1,1,9468.44,0.5075309399735907,8.4,2.9,TC,Digital,0
C000722,202411,19,F,Centro,C,1222.74,510.0,0,0,0,1096.23,0.3680145117519038,4.9,4.4,Pyme,Digital,0
C000768,202505,53,M,Oriente,B,1160.36,627.0,1,0,0,2851.45,0.022294247330890846,5.2,4.7,TC,Tienda,1
C001200,202408,58,M,Lima,A,2263.92,584.0,4,1,1,3663.47,0.49056339108544295,5.8,2.8,TC,Tienda,0
C000888,202506,42,F,Norte,B,1041.52,621.0,3,0,0,1482.14,0.5684924342591121,10.0,8.3,TC,Digital,0
C000807,202402,73,F,Lima,A,2890.03,647.0,3,0,0,8059.45,0.48867038160246007,4.4,3.8,TC,Digital,1
C001117,202402,41,F,Centro,C,3411.75,693.0,3,1,0,2235.51,0.1995332263481303,4.1,1.8,TC,FuerzaVenta,0
C000905,202507,50,M,Oriente,C,2637.63,538.0,3,4,0,4925.39,0.1403286081842834,10.8,0.0,PL,Digital,1
C001434,202507,45,M,Centro,B,1672.48,599.0,1,0,1,958.06,0.15123854713945947,4.1,0.3, TC ,Tienda,1
C000487,202501,37,F,Oriente,A,3638.26,,4,0,1,11473.63,0.3081867214386735,5.1,1.1,Pyme,Digital,0
C000950,202402,59,F,Lima,B,2436.51,695.0,2,0,0,4173.67,0.14906604957995412,4.6,0.0,TC,Digital,0
C000762,202411,69,F,Lima,A,1486.54,792.0,5,1,0,3561.86,0.435823118687555,9.8,5.7,TC,Digital,0
C000060,202410,48,M,Centro,C,2082.4,614.0,2,0,0,2734.86,0.27809235309770414,5.3,5.0,PL,Digital,0
C001272,202504,75,F,Sur,B,1379.24,566.0,3,0,0,3637.92,0.5478422194392202,1.6,1.7,TC,Tienda,0
C000632,202406,58,M,Centro,B,435.43,756.0,2,1,0,1270.83,0.2679335251542969,3.5,1.4,TC,Tienda,0
C000963,202404,57,M,Sur,B,1614.51,618.0,2,0,0,5550.37,0.42553797896359413,10.9,6.2,TC,Tienda,1
C000218,202508,49,F, Lima ,C,2274.5,554.0,3,1,0,1057.69,0.09228201785313689,3.3,2.1,TC,Alianza,1
C001142,202402,37,F,Centro,A,1977.95,619.0,1,2,1,738.25,0.092580173302225,3.0,3.1,,Digital,0
C001019,202407,59,M,Norte,B,3218.69,649.0,7,0,1,2613.71,0.3510329189929779,3.3,3.7,PL,Digital,1
C000494,202509,22,M,Lima,A,1932.43,708.0,2,0,0,594.02,0.17697911739397484,7.4,4.2,Pyme,Tienda,0
C000751,202401,56,F,Norte,B,1675.76,743.0,2,2,0,4830.99,0.6169002257442572,0.0,4.3,TC,Tienda,1
C000439,202312,55,M,Lima,A,3273.13,715.0,1,0,0,2933.76,0.2352124739175071,12.1,1.9,TC,Digital,0
C000999,202404,40,M,Lima,B,2659.01,593.0,3,0,1,4157.71,0.20353647477445347,4.4,4.4,PL, Digital ,0
C001325,202502,70,F,Oriente,B,2648.82,630.0,2,0,0,1371.79,0.33645872447484115,0.9,2.0,TC,Digital,0
C000742,202407,69,M,Lima,B,2432.07,666.0,2,0,0,5613.2,0.052350301479344316,8.7,7.2,TC,Digital,0
C000050,202504,27,F,Lima,B,1502.39,,1,0,0,1749.61,0.2005715341636498,11.9,3.5,TC,Digital,0
C000726,202509,55,F,Lima,C,2032.62,635.0,3,0,0,2815.2,0.18507403624460222,4.5,3.1,TC,Digital,0
C001063,202405,29,F,Centro,A,,643.0,5,0,1,15577.34,0.4934673957402254,5.0,1.1,TC,FuerzaVenta,1
C000792,202312,25,F,Sur,A,2593.63,605.0,9,0,0,7642.83,0.4104397626972178,1.8,2.8,,Alianza,0
C001108,202405,65,M,Sur,B,1748.09,550.0,11,1,0,2979.56,0.2188892535899825,3.1,1.9,TC,Digital,1
C000382,202402,72,M,Lima,C,3585.79,699.0,3,0,1,1458.74,,6.7,4.8,TC,Digital,0
C000856,202502,62,M,Centro,B,2577.1,654.0,3,0,0,7821.67,0.42050499198356145,5.7,2.7,TC,Tienda,0
C001191,202411,72,F,Centro,A,2133.75,750.0,5,0,0,4190.15,0.24870473894780018,2.6,3.8,Hipotecario,Tienda,0
C000919,202404,35,F,Lima,C,3022.55,779.0,2,0,0,6454.66,0.7403675000762222,6.8,0.0,PL,Tienda,0
C000248,202508,25,M,Centro,B,5061.95,715.0,3,1,0,14133.35,0.5683210663867779,9.9,0.4,TC,Digital,0
C000953,202311,18,M,Lima,A,2110.0,756.0,1,2,0,5987.92,0.3405315482261113,4.4,0.3,TC,FuerzaVenta,0
C000762,202408,62,M,Lima,A,1474.41,559.0,4,0,0,2817.71,0.18940233177045182,5.0,5.4,TC,Digital,1
C000933,202403,23,M,Lima, B ,3648.73,520.0,2,0,0,8192.75,0.21608847216829172,1.8,5.1,TC,FuerzaVenta,0
C000734,202403,30,F,Sur,B,1923.23,580.0,2,1,0,4662.9,0.02856322645333668,3.5,2.4,PL,Digital,0
C001144,202504,73,M,Centro,A,3451.6,714.0,2,0,0,2666.75,0.2826371641831625,3.8,0.8,Hipotecario,Digital,0
C000472,202412,41,F,Norte,C,,698.0,3,1,0,2653.75,0.3457247001827686,7.0,0.2,Hipotecario,Alianza,1
C000857,202501,54,F,Lima,C,2171.64,704.0,1,0,0,6687.75,0.25745635507086956,1.3,5.4,TC,Digital,0
C000751,202310,61,F,Oriente,A,4377.13,645.0,5,0,0,8372.43,0.17953530480889776,3.5,0.3,TC,FuerzaVenta,0
C001017,202503,34,F,Lima,B,1845.24,567.0,0,1,0,1837.67,0.376473406297956,4.2,3.9,TC,Digital,0
C000253,202404,64,M,Centro,A,2360.6,662.0,4,0,0,4200.8,0.395891515247833,2.5,8.1,TC,,0
C000736,202508,18,F,Lima,A,822.08,696.0,3,0,0,1061.36,0.5908414886642189,3.3,2.2,Hipotecario,Digital,0
C001242,202310,44,F,Centro,A,873.54,603.0,4,2,0,1888.22,0.6534385607277938,4.3,3.3,TC,Tienda,1
C001268,202406,75,M,Centro,C,5588.22,548.0,2,0,0,9510.36,0.1554971481055008,6.8,2.1,TC,Digital,0
C000863,202401,51,F,Centro,B,4171.18,640.0,1,1,1,9070.5,0.03421295745383818,6.7,1.5,Pyme,Tienda,0
C000449,202506,66,F,Lima,B,4702.98,714.0,5,0,0,16382.42,0.23664733822190528,1.6,4.7,TC,Digital,0
C001182,202502,20,M,Lima,A,1964.44,606.0,6,0,0,1683.41,0.11279901936680196,2.0,3.4,Hipotecario,Tienda,1
C000414,202410,73,F,Oriente,A,1296.39,635.0,4,0,0,3646.59,0.2838500476155869,5.7,6.8,TC,Tienda,0
C001421,202504,60,M,Lima,A,4225.16,619.0,3,0,0,9068.13,0.4000043597369761,2.2,0.0,Hipotecario,Digital,0
C000508,202509,23,F,Sur,C,882.26,596.0,3,1,0,954.88,0.24283435616167262,8.8,5.4,TC,Tienda,0
C001412,202405,73,F,Centro,A,3123.84,806.0,0,0,1,6249.81,0.19485058354522775,5.8,2.5,TC,Tienda,0
C000710,202504,22,F,Centro,A,1188.2,692.0,3,1,0,2827.32,0.2525263677447317,5.0,1.7,TC,Tienda,0
C000281,202410,27,F,Sur,A,836.34,726.0,5,1,0,2202.42,0.01820005637986233,,3.1,TC,Digital,0
C001344,202410,39,M,Lima,B,6178.9,681.0,1,0,0,10895.11,0.14103366865300443,8.2,2.9,TC,Alianza,0
C001023,202506,25,M,Sur,C,1264.18,722.0,4,0,0,3115.84,0.5274650983998934,0.9,4.3,Pyme, FuerzaVenta ,0
C001007,202406,75,M,Lima,B,2337.38,668.0,4,0,0,6502.43,0.2291457343988601,3.8,4.5,Pyme,Tienda,1
C000566,202311,23,F,Norte,C,1827.5,659.0,2,1,0,3026.98,0.3002299024664807,7.3,2.3,TC,Digital,0
